shave	shove	shaven	shaves	shaving
shear	shore	shorn	shears	shearing
shed	shed	shed	sheds	shedding
shine	shone	shone	shines	shining
shirk	shirked	shirked	shirks	shirking
shit	shit	shit	shits	shitting
shiver	shivered	shivered	shivers	shivering
shock	shocked	shocked	shocks	shocking
shoe	shod	shod	shoes	shoeing
shoot	shot	shot	shoots	shooting
shorten	shortened	shortened	shortens	shortening
shout	shouted	shouted	shouts	shouting
show	showed	shown	shows	showing
shrink	shrank	shrunk	shrinks	shrinking
shun	shunned	shunned	shuns	shunning
shut	shut	shut	shuts	shutting
sight	sighted	sighted	sights	sighting
signify	signified	signified	signifies	signifying
sing	sang	sung	sings	singing
sink	sank	sunk	sinks	sinking
sip	sipped	sipped	sips	sipping
sit	sat	sat	sits	sitting
ski	skied	skied	skis	skiing
skid	skidded	skidded	skids	skidding
slam	slammed	slammed	slams	slamming
slay	slew	slain	slays	slaying
sleep	slept	slept	sleeps	sleeping
slide	slid	slid/slide	slides	sliding
slim	slimmed	slimmed	slims	slimming
sling	slung	slung	slings	slinging
slink	slunk	slunk	slinks	slinking
slip	slipped	slipped	slips	slipping
slit	slit	slit	slits	slitting
smash	smashed	smashed	smashes	smashing
smell	smelt	smelt	smells	smelling
smile	smiled	smiled	smiles	smiling
smite	smote	smitten	smites	smiting
smooth	smoothed	smoothed	smoothes	smoothing
smother	smothered	smothered	smothers	smothering
snap	snapped	snapped	snaps	snapping
snatch	snatched	snatched	snatches	snatching
sneak	sneaked	sneaked	sneaks	sneaking
sneeze	sneezed	sneezed	sneezes	sneezing
sniff	sniffed	sniffed	sniffs	sniffing
soar	soared	soared	soars	soaring
sob	sobbed	sobbed	sobs	sobbing
solicit	solicited	solicited	solicits	soliciting
solve	solved	solved	solves	solving
soothe	soothed	soothed	soothes	soothing
sort	sorted	sorted	sorts	sorting
sow	sowed	sowed	sows	sowing
sparkle	sparkled	sparkled	sparkles	sparkling
speak	spoke	spoken	speaks	speaking
speed	sped	sped	speeds	speeding
spell	spelt	spelt	spells	spelling
spend	spent	spent	spends	spending
spill	spilt	spilt	spills	spilling
spin	span/spun	spun	spins	spinning
spit	spat/spit	spat/spit	spits	spitting
spoil	spoilt	spoilt	spoils	spoiling
spray	sprayed	sprayed	sprays	spraying
spread	spread	spread	spreads	spreading
spring	sprang	sprung	springs	springing
sprout	sprouted	sprouted	sprouts	sprouting
squeeze	squeezed	squeezed	squeezes	squeezing
stand	stood	stood	stands	standing
stare	stared	stared	stares	staring
start	started	started	starts	starting
state	stated	stated	states	stating
stay	stayed	stayed	stays	staying
steal	stole	stolen	steals	stealing
steep	steeped	steeped	steeps	steeping
stem	stemmed	stemmed	stems	stemming
step	stepped	stepped	steps	stepping
sterilize	sterilized	sterilized	sterilizes	sterilizing
stick	stuck	stuck	sticks	sticking
sting	stung	stung	stings	stinging
stink	stank	stunk	stinks	stinking
stir	stirred	stirred	stirs	stirring
stitch	stitched	stitched	stitches	stitching
stoop	stooped	stooped	stoops	stooping
stop	stopped	stopped	stops	stopping
store	stored	stored	stores	storing
strain	strained	strained	strains	straining
stray	strayed	strayed	strays	straying
stressed	stressed	stresses	stressing
stretch	stretched	stretched	stretches	stretching
strew	strewed	strewn	strews	strewing
stride	strode	stridden	strides	striding
strike	struck	struck/stricken	strikes	striking
string	strung	strung	strings	stringing
strive	strove	striven	strives	striving
study	studied	studied	studies	studying
submit	submitted	submitted	submits	submitting
subscribe	subscribed	subscribed	subscribes	subscribing
subtract	subtracted	subtracted	subtracts	subtracting
succeed	succeeded	succeeded	succeeds	succeeding
suck	sucked	sucked	sucks	sucking
suffer	suffered	suffered	suffers	suffering
suggest	suggested	suggested	suggests	suggesting
summon	summoned	summoned	summons	summoning
supply	supplied	supplied	supplies	supplying
support	supported	supported	supports	supporting
suppose	supposed	supposed	supposes	supposing
surge	surged	surged	surges	surging
surmise	surmised	surmised	surmises	surmising
surpass	surpassed	surpassed	surpasses	surpassing
surround	surrounded	surrounded	surrounds	surrounding
survey	surveyed	surveyed	surveys	surveying
survive	survived	survived	survives	surviving
swallow	swallowed	swallowed	swallows	swallowing
sway	swayed	swayed	sways	swaying
swear	swore	sworn	swears	swearing
sweat	sweat	sweat	sweats	sweating
sweep	swept	swept	sweeps	sweeping
swell	swelled	swollen	swells	swelling
swim	swam	swum	swims	swimming
swing	swung	swung	swings	swinging
swot	swotted	swotted	swots	swotting
take	took	taken	takes	taking
talk	talked	talked	talks	talking
tap	tapped	tapped	taps	tapping
taste	tasted	tasted	tastes	tasting
tax	taxed	taxed	taxes	taxing
teach	taught	taught	teaches	teaching
tear	tore	torn	tears	tearing
tee	teed	teed	tees	teeing
tell	told	told	tells	telling
tempt	tempted	tempted	tempts	tempting
tend	tended	tended	tends	tending
terminate	terminated	terminated	terminates	terminating
terrify	terrified	terrified	terrifies	terrifying
test	tested	tested	tests	testing
thank	thanked	thanked	thanks	thanking
think	thought	thought	thinks	thinking
thrive	throve	thriven	thrives	thriving
throw	threw	thrown	throws	throwing
thrust	thrust	thrust	thrusts	thrusting
thump	thumped	thumped	thumps	thumping
tie	tied	tied	ties	tying
tire	tired	tired	tires	tiring
toss	tossed	tossed	tosses	tossing
touch	touched	touched	touches	touching
train	trained	trained	trains	training
trample	trampled	trampled	tramples	trampling
transfer	transferred	transferred	transfers	transferring
transform	transformed	transformed	transforms	transforming
translate	translated	translated	translates	translating
trap	trapped	trapped	traps	trapping
tread	trod	trodden	treads	treading
treasure	treasured	treasured	treasures	treasuring
treat	treated	treated	treats	treating
tree	treed	treed	trees	treeing
tremble	trembled	trembled	trembles	trembling
triumph	triumphed	triumphed	triumphs	triumphing
trust	trusted	trusted	trusts	trusting
try	tried	tried	tries	trying
turn	turned	turned	turns	turning
type	typed	typed	types	typing
typeset	typeset	typeset	typesets	typesetting
understand	understood	understood	understands	understanding
undo	undid	undone	undoes	undoing
uproot	uprooted	uprooted	uproots	uprooting
upset	upset	upset	upsets	upsetting
urge	urged	urged	urges	urging
use	used	used	uses	using
utter	uttered	uttered	utters	uttering
value	valued	valued	values	valuing
vanish	vanished	vanished	vanishes	vanishing
vary	varied	varied	varies	varying
verify	verified	verified	verifies	verifying
vex	vexed	vexed	vexes	vexing
vie	vied	vied	vies	vying
view	viewed	viewed	views	viewing
violate	violated	violated	violates	violating
vomit	vomited	vomited	vomits	vomiting
wake	woke	woken	wakes	waking
walk	walked	walked	walks	walking
wander	wandered	wandered	wanders	wandering
want	wanted	wanted	wants	wanting
warn	warned	warned	warns	warning
watch	watched	watched	watches	watching
water	watered	watered	waters	watering
wave	waved	waved	waves	waving
wax	waxed	waxed	waxes	waxing
waylay	waylaid	waylaid	waylays	waylaying
wear	wore	worn	wears	wearing
weave	wove	woven	weaves	weaving
wed	wed	wed	weds	wedding
weep	wept	wept	weeps	weeping
weigh	weighed	weighed	weighs	weighing
welcome	welcomed	welcomed	welcomes	welcoming
wend	went	went	wends	wending
wet	wet	wet	wets	wetting
whip	whipped	whipped	whips	whipping
whisper	whispered	whispered	whispers	whispering
win	won	won	wins	winning
wind	wound	wound	winds	winding
wish	wished	wished	wishes	wishing
withdraw	withdrew	withdrawn	withdraws	withdrawing
work	worked	worked	works	working
worry	worried	worried	worries	worrying
worship	worshipped	worshipped	worships	worshipping
wring	wrung	wrung	wrings	wringing
write	wrote	written	writes	writing
yawn	yawned	yawned	yawns	yawning
yell	yelled	yelled	yells	yelling
yield	yielded	yielded	yields	yielding
zoom	zoomed	zoomed	zooms	zooming
awake	awoke	awoken
be	was	been	were
beat	beat	beaten
become	became	become
begin	began	begun
bend	bent	bent
bet	bet	bet
bid	bid	bid
bite	bit	bitten
blow	blew	blown
break	broke	broken
bring	brought	brought
broadcast	broadcast	broadcast
build	built	built
burn	burnt	burned
buy	bought	bought
catch	caught	caught
choose	chose	chosen
come	came	come
cost	cost	cost
cut	cut	cut
dig	dug	dug
do	did	done
draw	drew	drawn
dream	dreamed	dreamt
drive	drove	driven
drink	drank	drunk
eat	ate	eaten
fall	fell	fallen
feel	felt	felt
fight	fought	fought
find	found	found
fly	flew	flown
forget	forgot	forgotten
forgive	forgave	forgiven
freeze	froze	frozen
get	got	gotten
give	gave	given
go	went	gone
grow	grew	grown
hang	hung	hung
have	had	had
hear	heard	heard
hide	hid	hidden
hit	hit	hit
hold	held	held
hurt	hurt	hurt
keep	kept	kept
know	knew	known
lay	laid	laid
lead	led	led
learn	learned	learnt
leave	left	left
lend	lent	lent
let	let	let
lie	lay	lain
lose	lost	lost
make	made	made
mean	meant	meant
meet	met	met
pay	paid	paid
put	put	put
read	read	read
ride	rode	ridden
ring	rang	rung
rise	rose	risen
run	ran	run
say	said	said
see	saw	seen
sell	sold	sold
send	sent	sent
show	showed	shown
shut	shut	shut
sing	sang	sung
sink	sank	sunk
sit	sat	sat
sleep	slept	slept
speak	spoke	spoken
spend	spent	spent
stand	stood	stood
stink	stank	stunk
swim	swam	swum
take	took	taken
teach	taught	taught
tear	tore	torn
tell	told	told
think	thought	thought
throw	threw	thrown
understand	understood	understood
wake	woke	woken
wear	wore	worn
win	won	won
write	wrote	written
accept	amuse	applaud	attach
add	analyse	appreciate	attack
admire	analyze	approve	attempt
admit	announce	argue	attend
advise	annoy	arrange	attract
afford	answer	arrest	avoid
agree	apologise	arrive
alert	appear	ask
allow
back	beg	boil	branch
bake	behave	bolt	breathe
balance	belong	bomb	bruise
ban	bleach	book	brush
bang	bless	bore	bubble
bare	blind	borrow	bump
bat	blink	bounce	burn
bathe	blot	bow	bury
battle	blush	box	buzz
beam	boast	brake
calculate	choke	compare	cough
call	chop	compete	count
camp	claim	complain	cover
care	clap	complete	crack
carry	clean	concentrate	crash
carve	clear	concern	crawl
cause	clip	confess	cross
challenge	close	confuse	crush
change	coach	connect	cry
charge	coil	consider	cure
chase	collect	consist	curl
cheat	colour	contain	curve
check	comb	continue	cycle
cheer	command	copy
chew	communicate	correct
dam	deliver	disapprove	dress
damage	depend	disarm	drip
dance	describe	discover	drop
dare	desert	dislike	drown
decay	deserve	divide	drum
deceive	destroy	double	dry
decide	detect	doubt	dust
decorate	develop	drag
delay	disagree	drain
delight	disappear	dream
earn	end	excite	explain
educate	enjoy	excuse	explode
embarrass	enter	exercise	extend
employ	entertain	exist
empty	escape	expand
encourage	examine	expect
face	fetch	flash	force
fade	file	float	form
fail	fill	flood	found
fancy	film	flow	frame
fasten	fire	flower	frighten
fax	fit	fold	fry
fear	fix	follow
fence	flap	fool
gather	grab	grin	guard
gaze	grate	grip	guess
glow	grease	groan	guide
glue	greet	guarantee
hammer	harm	heat	hug
hand	hate	help	hum
handle	haunt	hook	hunt
hang	head	hop	hurry
happen	heal	hope
harass	heap	hover
identify	increase	intend	invite
ignore	influence	interest	irritate
imagine	inform	interfere	itch
impress	inject	interrupt
improve	injure	introduce
include	instruct	invent
jail	jog	joke	juggle
jam	join	judge	jump
kick	kiss	knit	knot
kill	kneel	knock
label	learn	lighten	load
land	level	like	lock
last	license	list	long
laugh	lick	listen	look
launch	lie	live	love
man	matter	milk	move
manage	measure	mine	muddle
march	meddle	miss	mug
mark	melt	mix	multiply
marry	memorise	moan	murder
match	mend	moor
mate	mess up	mourn
nail	need	nod	notice
name	nest	note	number
obey	obtain	offer	overflow
object	occur	open	owe
observe	offend	order	own
pack	phone	possess	prevent
paddle	pick	post	prick
paint	pinch	pour	print
park	pine	practise	produce
part	place	practice	program
pass	plan	pray	promise
paste	plant	preach	protect
pat	play	precede	provide
pause	please	prefer	pull
peck	plug	prepare	pump
pedal	point	present	punch
peel	poke	preserve	puncture
peep	polish	press	punish
perform	pop	pretend	push
permit
question	queue
race	refuse	remove	rhyme
radiate	regret	rinse
rain	reign	risk
raise	reject	replace	rob
reach	rejoice	reply	rock
realise	relax	report	roll
receive	release	rot
recognise	rely	request	rub
record	remain	rescue	ruin
reduce	remember	retire	rule
reflect	remind	return	rush
sack	shiver	soothe	stop
sail	shock	sound	store
satisfy	shop	spare	strap
save	shrug	spark	strengthen
saw	sigh	sparkle	stretch
scare	sign	spell	strip
scatter	signal	spill	stroke
scold	sin	spoil	stuff
scorch	sip	spot	subtract
scrape	ski	spray	succeed
scratch	skip	sprout	suck
scream	slap	squash	suffer
screw	slip	squeak	suggest
scribble	slow	squeal	suit
scrub	smash	squeeze	supply
seal	smell	stain	support
search	smile	stamp	suppose
separate	smoke	stare	surprise
serve	snatch	start	surround
settle	sneeze	stay	suspect
shade	sniff	steer	suspend
share	snore	step	switch
shave	snow	stir
shelter	soak	stitch
talk	thaw	trace	trot
tame	tick	trade	trouble
tap	tickle	train	trust
taste	tie	try
tease	time	trap	tug
telephone	tip	travel	tumble
tempt	tire	treat	turn
terrify	touch	tremble	twist
test	tour	trick	type
thank	tow	trip
undress	unite	unpack	use
unfasten	unlock	untidy
vanish	visit
wail	waste	whirl	work
wait	watch	whisper	worry
walk	water	whistle	wrap
wander	wave	wink	wreck
want	weigh	wipe	wrestle
warm	welcome	wish	wriggle
warn	whine	wobble
wash	whip	wonder
x-ray
yawn	yell
zip	zoom
abandon	engulf	prosecute
abate	enhance	prosper
abbreviate	enjoy	protect
abdicate	enlarge	protest
abduct	enlighten	protract
abhor	enlist	protrude
abide	enliven	prove
abolish	enmesh	provide
abort	enquire	provoke
abound	enrage	prowl
abridge	enrich	prune
abscond	enroll	pry
absolve	enshrine	publicize
absorb	ensnare	publish
abstain	ensue	pucker
abstract	ensure	puff
abuse	entail	pull
accelerate	entangle	pummel
accent	enter	pump
accentuate	entertain	punch
accept	entice	punctuate
access	entitle	puncture
accessorize	entrench	punish
acclaim	entrust	purchase
acclimate	enumerate	purge
acclimatize	enunciate	purify
accommodate	envelop	purport
accompany	envy	purr
accomplish	epitomize	purse
accord	equal	pursue
accost	equalize	push
account	equate	put
accredit	equip	puzzle
accrue	eradicate	quadruple
acculturate	erase	qualify
accumulate	erect	quantify
accuse	erode	quarrel
accustom	err	quarter
acerbate	erupt	quash
ache	escalate	quell
achieve	escape	quench
acidify	eschew	query
acknowledge	escort	question
acquaint	espouse	queue
acquiesce	establish	quicken
acquire	esteem	quip
acquit	estimate	quit
act	estrange	quiver
activate	etch	quiz	activates
actualize	evacuate	quote
adapt	evade	race
add	evaluate	rack
address	evaporate	radiate
adhere	evict	rage
adjoin	evidence	raid
adjourn	evince	rain
adjudicate	evoke	raise
adjust	evolve	rake
administer	exacerbate	rally
administrate	exact	ram
admire	exaggerate	range
admit	exalt	rank
admonish	examine	ransack
adopt	exasperate	rant
adore	excavate	rat
adorn	exceed	rate
adsorb	excel	ratify
adulate	exchange	ration
advance	excise	rationalize
advertise	excite	rattle
advise	exclaim	ravage
advocate	exclude	rave
affect	excrete	raze
affiliate	excuse	reach
affirm	execute	react
affix	exemplify	read
afflict	exempt	readmit
afford	exercise	reaffirm
affront	exert	realign
age	exhale	realize
aggravate	exhaust	reap
aggregate	exhibit	reappear
aggrieve	exhilarate	rear
agitate	exhort	rearrange
agonize	exile	reason
agree	exist	reassemble
aid	exit	reassert
ail	expand	reassess
aim	expect	reassure
airbrush	expedite	rebel
airdrop	expel	rebound
airlift	expend	rebuff
airmail	experience	rebuke
alarm	experiment	recall
alert	expire	recapture
alienate	explain	recede
align	explode	receive
allege	exploit	recess
alleviate	explore	recharge
allocate	export	reciprocate
allot	expose	recite
allow	expound	reckon
allude	express	reclaim
allure	extend	recline
ally	extinguish	recognize
alphabetize	extract	recoil
alter	extradite	recollect
alternate	eye	recommend
amalgamate	fabricate	reconcile
amass	face	reconfigure
amaze	facilitate	reconsider
ambush	factor	reconstitute
amend	fade	reconstruct
amount	fail	reconvene
amplify	faint	record
amputate	fake	recount
amuse	fall	recoup
analogize	falsify	recover
analyze	falter	recreate
anchor	fan	recruit
anesthetize	fancy	rectify
anger	fare	recycle
anguish	farm	redden
animate	fascinate	redeem
annex	fashion	redefine
annihilate	fasten	redesign
annotate	fathom	redevelop
announce	fatigue	redirect
annoy	fault	rediscover
annualize	favor	redistribute
annul	fax	reduce
annunciate	fear	reel
anoint	feather	refer
answer	feature	reference
antagonize	federate	refill
anticipate	feed	refine
antiquate	feel	reflect
apologize	feign	reform
appall	fell	refrain
appeal	fence	refresh
appear	ferment	refrigerate
appease	ferry	refund
appertain	fertilize	refurbish
applaud	fetch	refuse
apply	fiddle	refute
appoint	fidget	regain
appraise	field	regard
appreciate	fight	register
apprehend	figure	regret
apprentice	file	regulate
apprise	fill	rehabilitate
approach	film	rehearse
appropriate	filter	reign
approve	finalize	reimburse
approximate	finance	rein
arbitrage	find	reinforce
arbitrate	fine	reinstate
archive	finger	reinterpret
argue	finish	reintroduce
arise	fire	reinvest
arm	firm	reissue
armor	fish	reiterate
aromatize	fit	reject
arouse	fix	rejoice
arraign	flag	rejoin
arrange	flame	rekindle
arrest	flank	relapse
arrive	flap	relate
articulate	flare	relax
ascend	flash	relay
ascertain	flatten	release
ascribe	flatter	relegate
ask	flaunt	relent
aspirate	flavor	relieve
aspire	flaw	relinquish
assail	flee	relish
assassinate	flex	relocate
assault	flick	rely
assay	flicker	remain
assemble	flinch	remand
assent	fling	remark
assert	flip	remedy
assess	flirt	remember
assign	flit	remind
assimilate	float	remit
assist	flock	remove
associate	flog	rename
assort	flood	render
assume	floor	renege
assure	flop	renegotiate
astonish	flounder	renew
astound	flourish	renounce
atone	flout	renovate
attach	flow	rent
attack	flower	reopen
attain	fluctuate	reorganize
attempt	flush
attend	fluster	repay
attest	flutter	repeal
attract	fly
attribute	focus	repel
auction
audit	fold
audition	follow
augment	fool	reply
authenticate	forbid	report
author	force	repossess
authorize	ford	represent
autograph	forecast
automate	forgo	reprieve
avail	foresee	reprimand
avalanche	foreshadow	reprint
avenge	foretell	reproach
average	forfeit
avert	forge	reprogram
aviate	forget	repulse
avoid	forgive	repute
avow	fork	request
await	form	require
awake	formalize	requisition
awaken	format	reread
award	formulate	reschedule
ax	forsake	rescind
babble	fortify	rescue
baby	forward	research
back	foster	resell
backdate	foul	resemble
backfire	found	resent
backhand	fracture	reserve
backpack	fragment	reset
backpedal	frame	reshuffle
backspace	free	reside
backtrack	freeze	resign
backwash	frequent	resist
badger	fret	resolve
badmouth	frighten	resort
baffle	front	respect
bag	frost	respond
bail	frown	rest
bait	frustrate	restart
bake	fry	restate
balance	fuel	restore
bale	fulfill	restrain
balk	fumble	restrict
balloon	fume	restructure
ballyhoo	function	result
bamboozle	fund	resume
ban	furnish	resurface
band	furrow	resurrect
bandage	further	retake
bang	fuss	retain
banish	gag	retaliate
bank	gain	reteach
bankroll	gallop	retell
bankrupt	galvanize	rethink
banter	gamble	retire
baptize	garner	retort
bar	garnish	retrace
barbarize	gasp	retract
barbecue	gather	retreat
bare	gauge	retrieve
bargain	gaze	return
barge	gear	reunite
bark	generalize	reuse
barnstorm	generate	rev
barrage	gesture	revamp
barricade	get	reveal
barter	gift	revel
base	giggle	reverberate
bash	gild	revere
bask	give
baste	glance	revert
bat	glare	review
batch	glaze	revile
bath	gleam	revise
batter	glean	revisit
battle	glide	revive
bawl	glimpse	revoke
be	glisten	revolt
beach	glitter	revolutionize
beam	glorify	revolve
bear	gloss	reward
beat	glow	rework
beautify	glue	rhyme
beckon	gnaw	rib
become	go	rid
bedazzle	goad	riddle
beep	gobble	ride
befriend	gossip	ridicule
befuddle	gouge	rig
beg	govern	right
begin	grab	ring
begrudge	grace	rinse
beguile	grade	rip
behave	graduate	ripple
behold	graft	rise
behoove	grant	risk
belabor	grapple	rival
belch	grasp	rivet
beleaguer	grate	roam
believe	gratify	roar
belittle	graze	roast
bellow	grease	rob
belong	greet	rock
belt	grieve	rocket
bemoan	grill	roll
bemuse	grimace	romp
bend	grin	root
benefit	grind	rope
bequeath	grip	rot
berate	gripe	rotate
bereave	grit	round
beset	groan	rouse
besiege	groom	route
bestow	grope	row
bet	ground	rub
betray	group	ruffle
better	grow	ruin
bewilder	growl	rule
bewitch	grumble	rumble
bid	grunt	rummage
bide	guarantee	rumple
bill	guard	run
billow	guess	rupture
guide	rush
bite	gulp	rust
blab	gush	rustle
blacken	gut	sabotage
blacklist	hack	sack
blame	hail	sacrifice
blast	halt	sadden
blaze	halve	saddle
bleach	hammer	safeguard
bleed	hamper	sag
blend	hand	sail
bless	handcuff	salt
blind	handicap	salute
blindfold	handle	salvage
blink	handwrite
blister	hang	sanction
bloat	happen	sandwich
block	harass	sap
bloody	harbor	sass
bloom	harden	satisfy
blossom	harm	saturate
blot	harness	saunter
blow	harvest	save
blunder	hasten	savor
blur	hatch	saw
blurt	hate	say
blush	haul	scald
board	haunt	scale
boast	head	scamper
bob	headline	scan
boil	heal	scar
bolster	heap	scare
bolt	hear	scatter
bomb	heat	scavenge
bombard	heave	scent
bond	heckle	schedule
book	hedge	school
boom	heed	scoff
boost	heighten	scold
boot	help	scoop
border	hem	scorch
bore	herald	score
borrow	herd	scorn
bother	hesitate	scour
bottle	hide	scowl
bounce	highlight	scramble
bound	hijack	scrap
bow	hinder	scrape
bowl	hinge	scratch
box	hint	scrawl
boycott	hire	scream
brace	hiss	screech
brag	hit	screen
braid	hitch	screw
brake	hobble	scribble
branch	hoist	scroll
brand	hold	scrub
brave	hole	scrutinize
breach	hollow	sculpt
break	hone	scurry
breakfast	honor	scuttle
breath	hook	seal
breed	hoot	search
brew	hop	season
bribe	hope	seat
bridge	horrify	seclude
brief	hospitalize	secrete
brighten	host	secure
bring	hound	seduce
bristle	house	see
broach	hover	seed
broadcast	howl	seek
broaden	huddle	seem
bronze	hug	seep
brood	hum	seethe
bruise	humble	segment
brush	humiliate	segregate
bubble	hunch	seize
buck	hunt	select
buckle	hurl	sell
budget	hurry	send
buffer	hurt	sense
bug	hurtle	sentence
build	hush	separate
bulge	hustle	sequence
bully	hypnotize	serve
bump	hypothesize	service
bunch	ice	set
bundle	idealize	settle
burden	identify	sever
burgle	ignite	sew
burn	ignore	shade
burp	illuminate	shadow
burrow	illustrate	shake
burst	imagine	shame
bury	imitate	shape
bus	immerse	share
bust	immortalize	sharpen
bustle	impair	shatter
busy	impale	shave
butcher	impart	shear
butter	impeach	sheath
button	impede	shed
buttress	impel	shell
buy	impinge	shelter
buzz	implant	shelve
bypass	implement	shepherd
cackle	implicate	shield
cage	implore	shift
cajole	imply	shimmer
cake	import	shine
calculate	impose	ship
calibrate	impound	shiver
call	impoverish	shock
calm	impress	shoot
camouflage	imprint	shop
camp	imprison	shorten
campaign	improve	shoulder
can	improvise	shout
cancel	impute	shove
canvass	inaugurate	show
cap	incapacitate	shower
capitalize	incarcerate	shred
capitulate	incense	shriek
capsize	inch	shrink
captain	incline	shrivel
captivate	include	shroud
capture	incorporate	shrug
care	increase	shudder
caress	incubate	shuffle
carpet	incur	shun
carry	indebt	shunt
cart	indent	shut
carve	index	shutter
cascade	indicate	sicken
cash	indict	side
cast	individualize	sideline
castigate	induce	sidle
catalog	indulge	sift
catapult	industrialize	sigh
catch	infect	sight
categorize	infer	sign
cater	infest	signal
cause	infiltrate	signify
caution	inflame	silence
cave	inflate	silhouette
cease	inflict	simplify
celebrate	influence	simulate
cement	inform	sing
censor	infringe	singe
censure	infuriate	single
center	infuse	sink
centralize	ingest	sip
certify	ingrain	sire
inhabit	sit
chair	inhale	situate
challenge	inherit	size
champion	inhibit	sketch
chance	initial	skew
change	initiate	ski
channel	inject	skid
chant	injure	skim
char	inlay	skin
characterize	innovate	skip
charge	inquire	skirt
charm	inscribe	slacken
chart	insert	slam
charter	insinuate	slant
chase	insist	slap
chasten	inspect	slash
chat	inspire	slate
chatter	install	slaughter
cheat	instigate	slay
check	instill	sleep
cheer	institute	slice
cherish	institutionalize	slide
chew	instruct	sling
chide	insulate	slink
chill	insult	slip
chime	insure	slit
chip	integrate	slither
chirp	intend	slope
choke	intensify	slouch
choose	intercept	slow
chop	interchange	slug
choreograph	interest	slump
christen	interfere	slur
chronicle	interject	smack
chuck	interlace	smash
chuckle	intern	smear
churn	internalize	smell
circle	interpret	smile
circulate	interrelate	smirk
circumscribe	interrogate	smoke
circumvent	interrupt	smooth
cite	intersperse	smother
civilize	intertwine	smudge
claim	intervene	smuggle
clamber	interview	snake
clamp	intimidate	snap
clap	intoxicate	snare
clarify	intrigue	snarl
clash	introduce	snatch
clasp	intrude	sneak
classify	inundate	sneer
clatter	invade	sneeze
claw	invalidate	snicker
clean	invent	sniff
cleanse	inventory	snoop
clear	invert	snore
clench	invest	snort
click	investigate	snow
climb	invite	snub
clinch	invoke	snuff
cling	involve	snuggle
clip	irk	soak
cloak	iron	soar
clock	irradiate	sob
clog	irritate	socialize
clone	isolate	soften
close	issue	soil
cloth	itch	solicit
cloud	itemize	solve
club	jab	sooth
cluster	jail	sort
clutch	jam	sound
clutter	jar	sour
coach	jeer	sow
coat	jeopardize	space
coax	jerk	span
cobble	jettison	spare
cock	jog	spark
code	join	sparkle
codify	joke	spatter
coerce	jolt	spawn
coil	jostle	speak
coin	journey	spear
coincide	judge	spearhead
collaborate	juggle	specialize
collapse	jumble	specify
collate	jump	speckle
collect	justify	speculate
collide	juxtapose	speed
colonize	keep	spell
color	kick	spend
comb	kid	spice
combine	kill	spike
come	kiss	spill
comfort	kneel	spin
command	knight	spiral
commandeer	knit	spirit
commemorate	knock	spit
commence	knot	spite
commend	know	splash
comment	label	splatter
commission	labor	splice
commit	lace	splinter
communicate	lack	split
commute	lag	splutter
compact	lament	spoil
compare	laminate	sponsor
compel	land	spoon
compensate	landscape	sport
compete	lap	spot
compile	lapse	sprawl
complain	lash	spray
complement	last	spread
complete	latch	spring
complicate	laud	sprinkle
compliment	laugh	sprint
comply	launch	sprout
compose	launder	spur
compound	lavish	spurn
comprehend	lay	spurt
compress	layer	spy
comprise	leach	squander
compromise	lead	square
compute	leak	squash
computerize	lean	squat
con	leap	squeak
conceal	learn	squeal
concede	lease	squeeze
conceive	leave	squint
concentrate	lecture	squirm
conceptualize	leer	squirt
concern	legalize	stab
concert	legislate
conclude	lend	stable
concoct	lengthen	stack
concur	lessen	staff
condemn	let	stage
condense	level	stagger
condition	leverage	stain
condone	levy	stake
conduct	liberate	stalk
confer	license	stall
confess	lick	stammer
confide	lie	stamp
configure	lift	stand
confine	light	standardize
confirm	lighten	stare
confiscate	like	start
conflict	liken	startle
conform	limit	starve
confound	limp	stash
confront	line	state
confuse	linger	station
congratulate	link	stay
congregate	liquidate	steady
conjure	list	steal
connect	listen	steam
conquer	litigate	steer
consecrate	litter	stem
consent	live	step
conserve	load	stereotype
consider	loan	stick
consign	loath	stiffen
consist	lob	stifle
console	lobby
consolidate	localize	sting
conspire	locate	stink
constitute	lock	stipulate
constrain	lodge	stir
constrict	log	stitch
construct	long	stock
construe	look	stomp
consult	loom	stone
consume	loop	stoop
contact	loosen	stop
contain	loot	store
contaminate	lose	storm
contemplate	lounge	stow
contend	love	straddle
content	lower	straighten
contest	lull	strain
continue	lumber	strand
contort	lump	strangle
contract	lunch	strap
contradict	lunge	strategize
contrast	lurch	stratify
contravene	lurk	stray
contribute	magnify	streak
contrive	mail	stream
control	maim	streamline
convene	maintain	strengthen
converge	make
converse	man	stretch
convert	manage	stride
convey	maneuver	strike
convict	mangle	string
convince	manicure	strip
cook	manifest	strive
cool	manipulate	stroke
cooperate	manufacture
coordinate	map	struggle
cope	march	strut
copy	marginalize	stub
copyright	mark	study
corner	market	stuff
correct	maroon	stumble
correlate	marry	stump
correspond	marshal	stun
corroborate	marvel	stunt
corrupt	mash	stutter
cost	mask	style
couch	mass	stylize
cough	massacre	subdivide
counsel	massage	subdue
count	master	subject
counter	mastermind	sublet
counterbalance	match	submerge
court	materialize	submit
cover	matter
covet	mature	subscribe
crack	maul	subside
crackle	maximize	subsidize
cradle	mean	substantiate
craft	meander	substitute
cram	measure	subsume
cramp	meddle	subtract
crane	mediate	subvert
